"STATION","NAME","DATE","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-01-01","0.01","0.0","0.0",,"48","41"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-01-02","0.48","0.0","0.0",,"55","47"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-01-03","0.53","0.0","0.0",,"61","52"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-01-04","0.70","0.0","0.0",,"57","28"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-01-05","0.08","0.4","0.0",,"32","24"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-01-06","1.08","1.4","1.0",,"35","31"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-01-07","0.09","0.7","2.0",,"31","22"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-01-08","0.00","0.0","1.0",,"32","11"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-01-09","0.00","0.0","0.0",,"48","31"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-01-10","0.78","0.0","0.0",,"60","30"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-01-11","0.00","0.0","0.0",,"35","21"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-01-12","0.01","0.0","0.0",,"42","22"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-01-13","0.30","0.0","0.0",,"62","39"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-01-14","0.07","0.0","0.0",,"59","25"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-01-15","1.08","0.0","0.0",,"56","21"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-01-16","0.00","0.0","0.0",,"43","22"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-01-17","0.00","0.0","0.0",,"44","18"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-01-18","0.03","0.0","0.0",,"44","17"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-01-19","0.01","0.2","0.0",,"20","9"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-01-20","0.01","0.1","0.0",,"25","14"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-01-21","0.00","0.0","0.0",,"41","23"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-01-22","0.00","0.0","0.0",,"43","37"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-01-23","0.02","0.0","0.0",,"46","35"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-01-24","0.87","0.0","0.0",,"64","36"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-01-25","0.00","0.0","0.0",,"73","62"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-01-26","0.63","0.0","0.0",,"69","27"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-01-27","0.00","0.0","0.0",,"34","20"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-01-28","0.00","0.0","0.0",,"49","20"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-01-29","0.14","0.0","0.0",,"56","30"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-01-30","0.04","0.4","0.0",,"30","22"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-01-31","0.05","0.5","0.0",,"30","23"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-02-01","0.00","0.0","0.0",,"34","26"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-02-02","0.00","0.0","0.0",,"34","23"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-02-03","0.00","0.0","0.0",,"33","16"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-02-04","0.00","0.0","0.0",,"36","22"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-02-05","0.00","0.0","0.0",,"42","22"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-02-06","0.04","0.0","0.0",,"42","35"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-02-07","0.00","0.0","0.0",,"35","21"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-02-08","0.19","0.0","0.0",,"45","18"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-02-09","0.28","0.0","0.0",,"50","33"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-02-10","0.00","0.0","0.0",,"37","32"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-02-11","0.00","0.0","0.0",,"47","31"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-02-12","0.00","0.0","0.0",,"40","30"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-02-13","1.68","2.4","0.0",,"37","31"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-02-14","0.72","0.0","0.0",,"61","37"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-02-15","0.02","0.0","0.0",,"43","29"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-02-16","0.14","3.4","3.0",,"30","26"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-02-17","0.05","0.4","2.0",,"30","23"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-02-18","0.07","0.7","0.0",,"45","22"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-02-19","0.21","2.4","2.0",,"30","14"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-02-20","0.02","0.2","2.0",,"22","8"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-02-21","0.28","1.2","1.0",,"36","10"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-02-22","0.25","1.8","3.0",,"36","20"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-02-23","0.00","0.0","2.0",,"32","15"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-02-24","0.22","0.9","3.0",,"37","14"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-02-25","0.02","0.2","3.0",,"18","8"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-02-26","0.03","0.2","2.0",,"20","8"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-02-27","0.00","0.0","2.0",,"31","16"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-02-28","0.42","0.0","1.0",,"40","23"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-03-01","0.20","2.0","1.0",,"36","13"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-03-02","0.17","1.7","3.0",,"14","9"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-03-03","0.00","0.0","3.0",,"25","6"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-03-04","0.00","0.0","0.0",,"43","12"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-03-05","0.00","0.0","0.0",,"52","35"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-03-06","0.00","0.0","0.0",,"43","25"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-03-07","0.00","0.0","0.0",,"59","31"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-03-08","0.18","0.1","0.0",,"48","16"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-03-09","0.07","0.6","0.0",,"25","14"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-03-10","0.00","0.0","0.0",,"36","17"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-03-11","0.30","1.2","0.0",,"40","31"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-03-12","0.35","1.8","1.0",,"39","27"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-03-13","0.30","1.2","3.0",,"29","18"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-03-14","0.00","0.0","2.0",,"32","12"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-03-15","0.00","0.0","0.0",,"34","26"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-03-16","0.00","0.0","0.0",,"33","21"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-03-17","0.54","0.9","0.0",,"38","19"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-03-18","0.00","0.0","0.0",,"28","20"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-03-19","0.00","0.0","0.0",,"37","14"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-03-20","0.15","0.0","0.0",,"53","27"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-03-21","0.04","0.0","0.0",,"47","36"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-03-22","0.30","0.0","0.0",,"46","36"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-03-23","0.28","0.4","0.0",,"38","32"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-03-24","0.06","0.0","0.0",,"57","34"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-03-25","0.02","0.0","0.0",,"46","34"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-03-26","0.97","0.0","0.0",,"47","34"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-03-27","0.27","0.0","0.0",,"78","47"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-03-28","0.01","0.0","0.0",,"58","37"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-03-29","0.06","0.2","0.0",,"37","26"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-03-30","0.00","0.0","0.0",,"39","26"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-03-31","0.00","0.0","0.0",,"49","25"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-04-01","0.17","0.0","0.0",,"46","34"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-04-02","0.21","0.0","0.0",,"54","31"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-04-03","0.40","0.0","0.0",,"59","48"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-04-04","0.40","0.0","0.0",,"65","38"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-04-05","0.15","0.4","0.0",,"39","28"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-04-06","0.01","0.1","0.0",,"37","24"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-04-07","0.00","0.0","0.0",,"49","20"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-04-08","0.01","0.2","0.0",,"42","26"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-04-09","0.00","0.0","0.0",,"44","23"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-04-10","0.09","0.0","0.0",,"63","35"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-04-11","0.03","0.0","0.0",,"63","35"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-04-12","0.07","0.9","0.0",,"38","24"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-04-13","0.15","1.2","1.0",,"25","20"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-04-14","0.02","0.2","0.0",,"34","20"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-04-15","0.00","0.0","0.0",,"45","29"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-04-16","0.00","0.0","0.0",,"63","27"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-04-17","0.00","0.0","0.0",,"67","49"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-04-18","0.00","0.0","0.0",,"67","48"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-04-19","0.25","0.0","0.0",,"60","41"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-04-20","0.01","0.0","0.0",,"48","35"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-04-21","0.02","0.0","0.0",,"50","34"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-04-22","0.04","0.0","0.0",,"63","28"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-04-23","0.73","0.0","0.0",,"61","44"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-04-24","1.82","0.0","0.0",,"52","43"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-04-25","0.16","0.0","0.0",,"64","42"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-04-26","0.00","0.0","0.0",,"59","38"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-04-27","0.00","0.0","0.0",,"55","39"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-04-28","0.03","0.0","0.0",,"52","34"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-04-29","0.15","0.0","0.0",,"49","37"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-04-30","0.98","0.0","0.0",,"47","41"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-05-01","0.02","0.0","0.0",,"54","40"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-05-02","0.00","0.0","0.0",,"55","41"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-05-03","0.00","0.0","0.0",,"76","40"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-05-04","0.00","0.0","0.0",,"82","58"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-05-05","0.00","0.0","0.0",,"86","55"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-05-06","0.00","0.0","0.0",,"78","57"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-05-07","0.00","0.0","0.0",,"57","40"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-05-08","0.00","0.0","0.0",,"57","35"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-05-09","0.19","0.0","0.0",,"76","41"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-05-10","0.34","0.0","0.0",,"70","51"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-05-11","0.00","0.0","0.0",,"57","43"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-05-12","0.00","0.0","0.0",,"70","39"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-05-13","0.00","0.0","0.0",,"71","50"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-05-14","0.08","0.0","0.0",,"84","46"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-05-15","0.00","0.0","0.0",,"80","53"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-05-16","0.00","0.0","0.0",,"73","49"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-05-17","0.24","0.0","0.0",,"73","52"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-05-18","0.00","0.0","0.0",,"62","47"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-05-19","0.00","0.0","0.0",,"65","43"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-05-20","0.00","0.0","0.0",,"65","46"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-05-21","0.00","0.0","0.0",,"75","46"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-05-22","1.06","0.0","0.0",,"69","51"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-05-23","0.24","0.0","0.0",,"75","54"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-05-24","0.23","0.0","0.0",,"89","55"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-05-25","0.25","0.0","0.0",,"87","61"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-05-26","0.00","0.0","0.0",,"81","60"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-05-27","0.00","0.0","0.0",,"70","50"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-05-28","0.00","0.0","0.0",,"72","44"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-05-29","0.00","0.0","0.0",,"79","48"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-05-30","0.00","0.0","0.0",,"86","56"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-05-31","0.57","0.0","0.0",,"78","57"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-06-01","0.03","0.0","0.0",,"75","52"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-06-02","0.00","0.0","0.0",,"82","57"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-06-03","1.80","0.0","0.0",,"70","48"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-06-04","0.00","0.0","0.0",,"69","48"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-06-05","0.00","0.0","0.0",,"80","53"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-06-06","0.00","0.0","0.0",,"82","60"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-06-07","0.00","0.0","0.0",,"87","60"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-06-08","0.00","0.0","0.0",,"88","62"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-06-09","0.82","0.0","0.0",,"84","65"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-06-10","0.26","0.0","0.0",,"79","62"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-06-11","0.00","0.0","0.0",,"75","54"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-06-12","0.00","0.0","0.0",,"77","52"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-06-13","0.11","0.0","0.0",,"75","55"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-06-14","0.00","0.0","0.0",,"78","61"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-06-15","0.00","0.0","0.0",,"88","57"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-06-16","0.05","0.0","0.0",,"88","67"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-06-17","0.01","0.0","0.0",,"71","43"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-06-18","0.10","0.0","0.0",,"62","41"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-06-19","0.00","0.0","0.0",,"72","49"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-06-20","0.00","0.0","0.0",,"75","61"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-06-21","0.00","0.0","0.0",,"76","58"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-06-22","0.00","0.0","0.0",,"87","58"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-06-23","0.00","0.0","0.0",,"90","69"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-06-24","0.41","0.0","0.0",,"88","71"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-06-25","0.02","0.0","0.0",,"93","66"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-06-26","0.00","0.0","0.0",,"88","64"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-06-27","0.00","0.0","0.0",,"71","54"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-06-28","0.00","0.0","0.0",,"77","52"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-06-29","0.16","0.0","0.0",,"74","59"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-06-30","0.00","0.0","0.0",,"78","50"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-07-01","0.00","0.0","0.0",,"76","49"
